Account ,Date,Transaction Type,No.,Name,Memo/Description,Split,Amount,Balance
,23/02/2022,Expense Transaction (Bank Draft),Mary1328,Laser Welding Services,,EastX ****2310,-427.92,"895,404.30"
,23/02/2022,Expense Transaction (Bank Draft),Mary1323,Johnsons & Co Ltd,,EastX ****2310,"-2,100.00","893,304.30"
,23/02/2022,Expense Transaction (Bank Draft),Mary1329,Kynamco Limited,,EastX ****2310,"-1,637.40","891,666.90"
,23/02/2022,Expense Transaction (Bank Draft),Mary1327,Kerast,,EastX ****2310,"-1,376.40","890,290.50"
,23/02/2022,Expense Transaction (Bank Draft),Mary1317,Carrs Welding Technologies Ltd,,EastX ****2310,-350.1,"889,940.40"
,23/02/2022,Expense Transaction (Bank Draft),Mary1354,Cooper Roberts,,EastX ****2310,-540,"889,400.40"
,24/02/2022,Expense Transaction (Bank Draft),Mary1346,SNT Adventure Brands LLC,,EastX ****2310,-225.97,"889,174.43"
,24/02/2022,Expense,821,Musselbrook Machine Maintenance Ltd,,MARKETING/SELLING:Repair and maintenance,846,"890,020.43"
,24/02/2022,Expense Transaction (Bank Draft),Mary1333,Steve Kelly,,EastX ****2310,-456.48,"889,563.95"
,24/02/2022,Expense Transaction (Bank Draft),Mary1331,Manchester Automatic Machining,,EastX ****2310,-701.4,"888,862.55"
,24/02/2022,Expense Transaction (Bank Draft),Mary1358,London Barrel Maker,,EastX ****2310,"-5,400.00","883,462.55"
,24/02/2022,Expense Transaction (Bank Draft),Mary1357,A G Sinnett,,EastX ****2310,-80.63,"883,381.92"
,24/02/2022,Expense Transaction (Bank Draft),Mary1345,Julian & Sons,,EastX ****2310,-886.42,"882,495.50"
,24/02/2022,Expense Transaction (Bank Draft),Mary1339,Riflecraft Limited,,EastX ****2310,-325.8,"882,169.70"
,24/02/2022,Vendor Credit,,Karl Beier,,ADMINISTRATION:Exchange Rate cost,-14.44,"882,155.26"
,24/02/2022,Expense Transaction (Bank Draft),Mary1347,Karl Beier,,EastX ****2310,-965.71,"881,189.55"
,24/02/2022,Expense Transaction (Bank Draft),Mary1344,EXSTO Italia SRL,,EastX ****2310,-382.85,"880,806.70"
,24/02/2022,Expense Transaction (Bank Draft),Mary1343,Steve Helsley,,EastX ****2310,-671,"880,135.70"
,24/02/2022,Expense Transaction (Bank Draft),Mary1342,Recknagel,,EastX ****2310,-839.37,"879,296.33"
,24/02/2022,Expense Transaction (Bank Draft),Mary1341,Mustard ties,,EastX ****2310,"-3,772.80","875,523.53"
,24/02/2022,Expense Transaction (Bank Draft),Mary1341,Swarovski Optik,,-Split-,,"875,523.53"
,24/02/2022,Expense Transaction (Bank Draft),Mary1338,T & D O'Neill,,EastX ****2310,"-1,340.00","874,183.53"
,24/02/2022,Expense Transaction (Bank Draft),Mary1337,Mark Remmant,,EastX ****2310,-112,"874,071.53"
,24/02/2022,Expense Transaction (Bank Draft),Mary1336,TimberLake Workshop,,EastX ****2310,"-4,086.00","869,985.53"
,24/02/2022,Expense Transaction (Bank Draft),Mary1335,Rentokil,,EastX ****2310,-352.78,"869,632.75"
,24/02/2022,Expense Transaction (Bank Draft),Mary1334,Sharmic Engineering Limited,,EastX ****2310,-418.5,"869,214.25"
,24/02/2022,Expense Transaction (Bank Draft),Mary1332,Revolution Wines,,EastX ****2310,-24,"869,190.25"
,24/02/2022,Expense Transaction (Bank Draft),Mary1330,George Mudge & Co,,EastX ****2310,"-4,500.00","864,690.25"
,24/02/2022,Expense,24389,British Sporting Arms Ltd,Exchange rate £1 = $1.4087,Shipping & Freight,"17,207.35","881,897.60"
,24/02/2022,Expense,1656,TimberLake Workshop,,-Split-,102,"881,999.60"
,24/02/2022,Expense,,Steve Helsley,,ADMINISTRATION:Bank & card charges,15,"882,014.60"
,24/02/2022,Expense,44207,The Company of Gunmakers,,-Split-,92.56,"882,107.16"
,24/02/2022,Expense,818,Musselbrook Machine Maintenance Ltd,,MARKETING/SELLING:Repair and maintenance,432,"882,539.16"
,24/02/2022,Expense Transaction (Bank Draft),Mary1340,Swarovski Optik,,EastX ****2310,-935.17,"881,603.99"
,25/02/2022,Expense,5733,Beck Office,,Bookkeeping & Payroll,72,"881,675.99"
,25/02/2022,Vendor Credit,,Traditional Fine Engraving,,ADMINISTRATION:Exchange Rate cost,-208.07,"881,467.92"
,25/02/2022,Expense Transaction (Bank Draft),Mary1359,Traditional Fine Engraving,,EastX ****2310,"-8,820.43","872,647.49"
,25/02/2022,Expense,59551,George Mudge & Co,,MARKETING/SELLING:Postage and Delivery,300,"872,947.49"
,25/02/2022,Expense Transaction (Bank Draft),9272,ElS And Co (Pty) Ltd,,EastX Bank,-490,"872,457.49"
,25/02/2022,Expense Transaction (Bank Draft),Mary1348,Genesis Labels,,EastX ****2310,-282.84,"872,174.65"
,25/02/2022,Expense,,Charles Langmead,,Stock / Inventory Asset,200,"872,374.65"
,25/02/2022,Expense Transaction (Bank Draft),Mary1350,Ian Clarke,,EastX ****2310,"-4,441.50","867,933.15"
,26/02/2022,Expense,,A G Sinnett,,-Split-,80.63,"868,013.78"
,26/02/2022,Expense,,Propel Finance No 1,,MARKETING/SELLING:Telephone Expense,218.16,"868,231.94"
,26/02/2022,Expense,26/05/4276,Giclee UK Ltd,,-Split-,932,"869,163.94"
,26/02/2022,Expense,24393,British Sporting Arms Ltd,£1 = $1.4087,Shipping & Freight,922.13,"870,086.07"
,26/02/2022,Expense,70691,Harper Office,,ADMINISTRATION:Office Supplies,267.6,"870,353.67"
,26/02/2022,Expense,3189,ElS And Co (Pty) Ltd,,Stock / Inventory Asset,144,"870,497.67"
,26/02/2022,Expense Transaction (Bank Draft),Mary1362,Sage UK Limited,,EastX ****2310,"-1,189.03","869,308.64"
,26/02/2022,Expense Transaction (Bank Draft),Mary1360,George Mudge & Co,,EastX ****2310,-300,"869,008.64"
,26/02/2022,Expense Transaction (Bank Draft),Mary1363,Aerial Direct,,EastX ****2310,-222.25,"868,786.39"
,26/02/2022,Expense,75064,Kerast,,-Split-,492.6,"869,278.99"
,26/02/2022,Expense Transaction (Bank Draft),Mary1361,Tweed Media,,EastX ****2310,"-4,800.00","864,478.99"
,28/02/2022,Vendor Credit,,ARC,,ADMINISTRATION:Office Supplies,-0.76,"864,478.23"
,28/02/2022,Expense Transaction (Bank Draft),781,Cooksongold,,Business Card,-135.73,"864,342.50"
,28/02/2022,Expense Transaction (Bank Draft),774,Industrial Boilerhouse Supplies Ltd,,Business Card,-762,"863,580.50"
,28/02/2022,Expense Transaction (Bank Draft),778,ARC,,-Split-,,"863,580.50"
,28/02/2022,Expense,GD0221,Northwood USA,£1 = $1.4087,MARKETING/SELLING:Consultants,"6,025.44","869,605.94"
,28/02/2022,Expense,,Northwood Group,,Shared cost,"2,636.50","872,242.44"
,28/02/2022,Expense,Q69883,Quest Freight Limited,,Shipping & Freight,484.05,"872,726.49"
,28/02/2022,Expense,,L & O Immobilien GMBH & Co KG,,ADMINISTRATION:Rent & Rates Expense,"10,666.12","883,392.61"
,28/02/2022,Expense,,Northwood Group,,Shared cost,"1,015.00","884,407.61"
,1/3/2022,Expense Transaction (Bank Draft),Mary1373,Harper Office,,EastX ****2310,-267.6,"884,140.01"
,1/3/2022,Expense,05183/IA,Knighthood International Security Ltd,,MARKETING/SELLING:Repair and maintenance,636,"884,776.01"
,1/3/2022,Expense Transaction (Bank Draft),Mary1371,Propel Finance No 1,,EastX ****2310,-218.16,"884,557.85"
,1/3/2022,Expense Transaction (Bank Draft),771,The Birmingham Gun Barrel Proof House,,Business Card,-900,"883,657.85"
,1/3/2022,Expense,600500,Traditional English Guncases Ltd,,Stock / Inventory Asset,"1,872.00","885,529.85"
,1/3/2022,Expense,695228,Jay Spark Co Ltd,,-Split-,101.45,"885,631.30"
,1/3/2022,Expense,695537,Jay Spark Co Ltd,,Cost of sales,28.83,"885,660.13"
,1/3/2022,Expense,600499,Traditional English Guncases Ltd,,-Split-,"3,600.00","889,260.13"
,1/3/2022,Expense,44230,Buck's Club Limited,,-Split-,241.25,"889,501.38"
,1/3/2022,Expense,109489-1,BrandCo Branding Ltd,,Materials & Tools,318.19,"889,819.57"
,1/3/2022,Expense,143295277,Worldpay,,ADMINISTRATION:Bank & card charges,61.34,"889,880.91"
,1/3/2022,Expense,1322,Broadbent Leather goods,,-Split-,106.5,"889,987.41"
,1/3/2022,Expense,2.01E+13,Henry Krank,,-Split-,206,"890,193.41"
,1/3/2022,Expense,210301,Mayfair  Engineering,,Stock / Inventory Asset,76.8,"890,270.21"
,1/3/2022,Expense,1284,Broadbent Leather goods,,Cost of sales,56.4,"890,326.61"
,1/3/2022,Expense,17065,GWT Media,,ADMINISTRATION:Computer and Internet Expenses,210.6,"890,537.21"
,1/3/2022,Expense,05183/AC,Knighthood International Security Ltd,,MARKETING/SELLING:Repair and maintenance,150,"890,687.21"
,1/3/2022,Expense,11902,J Roberts & Son Ltd,,-Split-,174,"890,861.21"
,1/3/2022,Expense,144,Fox & Co Bespokw Ltd,,-Split-,204,"891,065.21"
,1/3/2022,Expense,204371681,UPS,,MARKETING/SELLING:Postage and Delivery,408.5,"891,473.71"
,1/3/2022,Expense Transaction (Bank Draft),Mary1372,Big Yellow Self Storage,,EastX ****2310,"-1,101.68","890,372.03"
,2/3/2022,Expense Transaction (Bank Draft),9275,Northwood Group Wetzlar,,EastX Bank,"-33,685.69","856,686.34"
,2/3/2022,Expense Transaction (Bank Draft),Mary1351,Mayfair  Engineering,,EastX ****2310,"-20,000.00","836,686.34"
,2/3/2022,Expense,05183/CC,Knighthood International Security Ltd,,MARKETING/SELLING:Repair and maintenance,138,"836,824.34"
,2/3/2022,Expense,Q69884,Quest Freight Limited,,Shipping & Freight,371.9,"837,196.24"
,2/3/2022,Expense,17162,GWT Media,,ADMINISTRATION:Computer and Internet Expenses,135,"837,331.24"
,2/3/2022,Expense Transaction (Bank Draft),9276,Mauser Jagdwaffen,,EastX Bank,"-32,016.05","805,315.19"
,3/3/2022,Expense Transaction (Bank Draft),Mary1376,SonySports Press Limited,,EastX ****2310,"-1,794.00","803,521.19"
,3/3/2022,Expense,6637,Field Sports Publishing Inc,£1 = $1.35,MARKETING/SELLING:Advertising/Promotional,"2,814.80","806,335.99"
,3/3/2022,Expense Transaction (Bank Draft),9277,eon,,EastX Bank,-287.64,"806,048.35"
,3/3/2022,Expense Transaction (Bank Draft),Mary1375,Field Sports Publishing Inc,,EastX ****2310,"-2,803.72","803,244.63"
,3/3/2022,Expense,,Field Sports Publishing Inc,,ADMINISTRATION:Exchange Rate cost,21.6,"803,266.23"
,3/3/2022,Expense,,AXA Insurance,,ADMINISTRATION:Exchange Rate cost,17.2,"803,283.43"
,3/3/2022,Expense,R17-04-48,IDR Associates,,-Split-,"1,366.20","804,649.63"
,3/3/2022,Expense,1943,Curious Book,,-Split-,720,"805,369.63"
,3/3/2022,Expense,1001/00074283,Edgar Brothers,,-Split-,840.92,"806,210.55"
,3/3/2022,Expense,1739,A T Miles,,-Split-,"1,380.00","807,590.55"
,3/3/2022,Expense,R17-04-46,IDR Associates,,-Split-,423.6,"808,014.15"
,3/3/2022,Expense,R17-04-47,IDR Associates,,-Split-,647.4,"808,661.55"
,3/3/2022,Expense,Ancient13,Dirty laundry,,ADMINISTRATION:Cleaning Supplies,19.2,"808,680.75"
,3/3/2022,Expense,30165981101,ARAMEX,,MARKETING/SELLING:Postage and Delivery,177.85,"808,858.60"
,3/3/2022,Expense,21-018/Schi,Firma Alfred Schilling,,-Split-,445.44,"809,304.04"
,3/3/2022,Expense Transaction (Bank Draft),9290,Northwood Group,,EastX Bank,"-50,000.00","759,304.04"
,4/3/2022,Expense,65522,ARC,,ADMINISTRATION:Office Supplies,51.91,"759,355.95"
,5/3/2022,Expense Transaction (Bank Draft),9279,AXA Insurance,,EastX Bank,-945.65,"758,410.30"
,7/3/2022,Expense,109606,CJB Engineering,,-Split-,"4,920.00","763,330.30"
,8/3/2022,Expense Transaction (Bank Draft),Mary1384,Firma Alfred Schilling,,EastX ****2310,-445.44,"762,884.86"
,8/3/2022,Expense Transaction (Bank Draft),Mary1383,Ian Clarke,,EastX ****2310,"-1,478.34","761,406.52"
,8/3/2022,Expense Transaction (Bank Draft),Mary1378,Traditional English Guncases Ltd,,EastX ****2310,"-14,040.00","747,366.52"
,8/3/2022,Expense Transaction (Bank Draft),Mary1370,British Sporting Arms Ltd,,EastX ****2310,"-17,862.66","729,503.86"
,8/3/2022,Expense Transaction (Bank Draft),Mary1369,British Sporting Arms Ltd,,EastX ****2310,-974.89,"728,528.97"
,8/3/2022,Expense,2021015,Ian Clarke,,-Split-,"1,478.34","730,007.31"
,8/3/2022,Expense,,British Sporting Arms Ltd,,ADMINISTRATION:Exchange Rate cost,655.31,"730,662.62"
,8/3/2022,Expense,,British Sporting Arms Ltd,,ADMINISTRATION:Exchange Rate cost,52.76,"730,715.38"
,8/3/2022,Expense,21004387,Ben Becker,,MARKETING/SELLING:Postage and Delivery,325.82,"731,041.20"
,8/3/2022,Expense,9501,The Print Factory,,-Split-,750,"731,791.20"
,8/3/2022,Expense Transaction (Bank Draft),9280,L & O Immobilien GMBH & Co KG,,EastX Bank,"-10,666.11","721,125.09"
,9/3/2022,Expense Transaction (Bank Draft),795,Mike Ball,,Business Card,-732.7,"720,392.39"
,9/3/2022,Expense Transaction (Bank Draft),Mary1379,Mayfair  Engineering,,EastX ****2310,"-24,976.00","695,416.39"
,9/3/2022,Expense Transaction (Bank Draft),Mary1380,Rodl & Partner,,EastX ****2310,"-1,080.00","694,336.39"
,9/3/2022,Expense,,Jerome  Lannoue,,-Split-,"1,145.03","695,481.42"
,9/3/2022,Expense,44229,The Company of Gunmakers,,-Split-,151.96,"695,633.38"
,9/3/2022,Expense,DVI102557,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,141.88,"695,775.26"
,9/3/2022,Expense,INV102558,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,341.5,"696,116.76"
,9/3/2022,Expense,1107,London Property Inspections,,MARKETING/SELLING:Misc,500,"696,616.76"
,10/3/2022,Expense Transaction (Bank Draft),Mary1386,ARAMEX,,EastX ****2310,-177.85,"696,438.91"
,10/3/2022,Expense Transaction (Bank Draft),Mary1388,Jamie,,EastX ****2310,-364.36,"696,074.55"
,10/3/2022,Expense,,William Wild,,-Split-,"5,100.00","701,174.55"
,10/3/2022,Expense,983,T F Wood & Son,,-Split-,"3,602.00","704,776.55"
,10/3/2022,Expense,,Jamie,,-Split-,364.36,"705,140.91"
,10/3/2022,Expense,2021/044,Top Blades International,,-Split-,"3,483.00","708,623.91"
,10/3/2022,Expense,,WORKMAN EDWARD,,-Split-,931.01,"709,554.92"
,10/3/2022,Expense,29,Steve Kelly,,-Split-,"2,500.00","712,054.92"
,11/3/2022,Expense Transaction (Bank Draft),Mary1382,Henry Krank,,EastX ****2310,-206,"711,848.92"
,11/3/2022,Expense,INV62078,ASIC S A of Switzerland,,Materials & Tools,"1,157.14","713,006.06"
,11/3/2022,Expense,1001/00074827,Edgar Brothers,,Cost of sales,"1,243.08","714,249.14"
,11/3/2022,Expense Transaction (Bank Draft),Mary1381,Quest Freight Limited,,EastX ****2310,-855.95,"713,393.19"
,12/3/2022,Expense,24426,British Sporting Arms Ltd,£1 = $1.39,Cost of sales,"4,700.65","718,093.84"
,13/03/2022,Expense,80144500,LAMBETH,,ADMINISTRATION:Office Cleaning,160.65,"718,254.49"
,15/03/2022,Expense Transaction (Bank Draft),Mary1389,Charles Langmead,,EastX ****2310,-200,"718,054.49"
,15/03/2022,Expense Transaction (Bank Draft),Mary1424,British Sporting Arms Ltd,,EastX ****2310,"-4,700.65","713,353.84"
,15/03/2022,Expense Transaction (Bank Draft),Mary1423,SRS Freight Ltd,,EastX ****2310,"-4,055.36","709,298.48"
,15/03/2022,Expense,INV102569,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,85,"709,383.48"
,15/03/2022,Expense,600502,Traditional English Guncases Ltd,,Stock / Inventory Asset,"1,260.00","710,643.48"
,15/03/2022,Expense,9062613080,Parcelforce,,MARKETING/SELLING:Postage and Delivery,21.96,"710,665.44"
,15/03/2022,Expense,931,SonySports Press Limited,,MARKETING/SELLING:Marketing,"1,794.00","712,459.44"
,15/03/2022,Expense,,Barton Gun Work,,-Split-,257.76,"712,717.20"
,15/03/2022,Expense,INV102568,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,418,"713,135.20"
,15/03/2022,Expense,,David E Josey,,Work in Progress,"2,000.00","715,135.20"
,15/03/2022,Expense,3588,Tweed Media,,MARKETING/SELLING:Marketing,"4,800.00","719,935.20"
,15/03/2022,Expense,419364,Aerial Direct,,MARKETING/SELLING:Telephone Expense,221.86,"720,157.06"
,15/03/2022,Expense,DVI102567,SRS Freight Ltd,,MARKETING/SELLING:Postage and Delivery,"4,055.36","724,212.42"
,17/03/2022,Expense,26272,Pat Central,,MARKETING/SELLING:Repair and maintenance,188.4,"724,400.82"
,17/03/2022,Expense,OP/I763517,GMK,,-Split-,166.8,"724,567.62"
,17/03/2022,Expense,,A G Sinnett,,-Split-,264.39,"724,832.01"
,18/03/2022,Expense,H199CAB5F7,eon,,ADMINISTRATION:Utilities,47.12,"724,879.13"
,18/03/2022,Expense,H199CA7516,eon,,ADMINISTRATION:Utilities,77.64,"724,956.77"
,18/03/2022,Expense,OP/I1763624,GMK,,Cost of sales,"1,458.00","726,414.77"
,18/03/2022,Expense,H199CA752B,eon,,ADMINISTRATION:Utilities,317.89,"726,732.66"
,18/03/2022,Expense,49,IDR Associates,,-Split-,"1,096.76","727,829.42"
,18/03/2022,Expense,NI143888,Big Yellow Self Storage,,-Split-,"1,132.88","728,962.30"
,18/03/2022,Expense,50,IDR Associates,,-Split-,652.39,"729,614.69"
,19/03/2022,Expense,51,IDR Associates,,-Split-,"5,566.51","735,181.20"
,19/03/2022,Expense,62097,ASIC S A of Switzerland,,Stock / Inventory Asset,"2,897.20","738,078.40"
,22/03/2022,Expense Transaction (Bank Draft),Mary1394,Beck Office,,EastX ****2310,-72,"738,006.40"
,22/03/2022,Expense,9062648278,Parcelforce,,MARKETING/SELLING:Postage and Delivery,175.46,"738,181.86"
,22/03/2022,Expense Transaction (Bank Draft),Mary1392,ARC,,EastX ****2310,-84.82,"738,097.04"
,22/03/2022,Expense Transaction (Bank Draft),Mary1391,A T Miles,,EastX ****2310,"-1,380.00","736,717.04"
,22/03/2022,Expense Transaction (Bank Draft),Mary1412,Musselbrook Machine Maintenance Ltd,,EastX ****2310,"-1,278.00","735,439.04"
,22/03/2022,Expense Transaction (Bank Draft),Mary1410,London Barrel Maker,,EastX ****2310,"-1,200.00","734,239.04"
,22/03/2022,Expense Transaction (Bank Draft),Mary1408,John Whitfield,,EastX ****2310,-800,"733,439.04"
,22/03/2022,Expense Transaction (Bank Draft),Mary1407,Jay Spark Co Ltd,,EastX ****2310,-130.28,"733,308.76"
,22/03/2022,Expense Transaction (Bank Draft),Mary1397,Edgar Brothers,,EastX ****2310,"-2,084.00","731,224.76"
,22/03/2022,Expense Transaction (Bank Draft),Mary1390,Steve Kelly,,EastX ****2310,"-2,500.00","728,724.76"
,22/03/2022,Expense Transaction (Bank Draft),Mary1418,William Wild,,EastX ****2310,"-5,100.00","723,624.76"
,22/03/2022,Expense Transaction (Bank Draft),Mary1417,The Print Factory,,EastX ****2310,-750,"722,874.76"
,22/03/2022,Expense Transaction (Bank Draft),Mary1416,The Company of Gunmakers,,EastX ****2310,-232.52,"722,642.24"
,22/03/2022,Expense Transaction (Bank Draft),Mary1415,Ray St Ledger & Sons,,EastX ****2310,-48,"722,594.24"
,22/03/2022,Expense Transaction (Bank Draft),Mary1414,Kerast,,EastX ****2310,-492.6,"722,101.64"
,22/03/2022,Expense Transaction (Bank Draft),Mary1427,Pat Central,,EastX ****2310,-188.4,"721,913.24"
,22/03/2022,Expense Transaction (Bank Draft),Mary1426,A G Sinnett,,EastX ****2310,-264.39,"721,648.85"
,22/03/2022,Expense Transaction (Bank Draft),Mary1413,SRS Freight Ltd,,EastX ****2310,"-4,956.74","716,692.11"
,22/03/2022,Expense Transaction (Bank Draft),Mary1411,Mayfair  Engineering,,EastX ****2310,-76.8,"716,615.31"
,22/03/2022,Expense Transaction (Bank Draft),Mary1409,Knighthood International Security Ltd,,EastX ****2310,-924,"715,691.31"
,22/03/2022,Expense Transaction (Bank Draft),Mary1406,J Roberts & Son Ltd,,EastX ****2310,-174,"715,517.31"
,22/03/2022,Expense Transaction (Bank Draft),Mary1405,IPS Gunmaking Ltd,,EastX ****2310,"-2,720.00","712,797.31"
,22/03/2022,Expense Transaction (Bank Draft),Mary1404,IDR Associates,,EastX ****2310,"-1,366.20","711,431.11"
,22/03/2022,Expense Transaction (Bank Draft),Mary1403,IDR Associates,,EastX ****2310,-647.4,"710,783.71"
,22/03/2022,Expense Transaction (Bank Draft),Mary1402,IDR Associates,,EastX ****2310,-423.6,"710,360.11"
,22/03/2022,Expense Transaction (Bank Draft),Mary1401,GWT Media,,EastX ****2310,-345.6,"710,014.51"
,22/03/2022,Expense Transaction (Bank Draft),Mary1400,Giclee UK Ltd,,EastX ****2310,-932,"709,082.51"
,22/03/2022,Expense Transaction (Bank Draft),Mary1399,Fox & Co Bespokw Ltd,,EastX ****2310,-204,"708,878.51"
,22/03/2022,Expense Transaction (Bank Draft),Mary1398,TimberLake Workshop,,EastX ****2310,-102,"708,776.51"
,22/03/2022,Expense Transaction (Bank Draft),Mary1396,Dirty laundry,,EastX ****2310,-19.2,"708,757.31"
,22/03/2022,Expense Transaction (Bank Draft),Mary1395,Curious Book,,EastX ****2310,-720,"708,037.31"
,22/03/2022,Expense Transaction (Bank Draft),Mary1393,ARC,,EastX ****2310,-10,"708,027.31"
,23/03/2022,Expense Transaction (Bank Draft),Mary1431,Mark Remmant,,EastX ****2310,-170,"707,857.31"
,23/03/2022,Expense Transaction (Bank Draft),Mary1434,Parcelforce,,EastX ****2310,-397.85,"707,459.46"
,23/03/2022,Expense Transaction (Bank Draft),Mary1428,T F Wood & Son,,EastX ****2310,"-3,602.00","703,857.46"
,23/03/2022,Expense Transaction (Bank Draft),Mary1422,Purdey,,EastX ****2310,"-3,300.00","700,557.46"
,23/03/2022,Expense,,Mark Remmant,,-Split-,170,"700,727.46"
,23/03/2022,Expense,3224,ElS And Co (Pty) Ltd,,-Split-,"4,154.00","704,881.46"
,23/03/2022,Expense,3225,ElS And Co (Pty) Ltd,,Stock / Inventory Asset,369,"705,250.46"
,23/03/2022,Expense,,Parcelforce,,MARKETING/SELLING:Postage and Delivery,231.69,"705,482.15"
,23/03/2022,Expense,1158JRL,Laser Welding Services,,-Split-,"1,339.92","706,822.07"
,24/03/2022,Expense Transaction (Bank Draft),Mary1444,Davis and Gold Limited,,EastX ****2310,-110,"706,712.07"
,24/03/2022,Expense,1291,John Whitfield,,MARKETING/SELLING:Marketing,880,"707,592.07"
,24/03/2022,Expense,30782,Davis and Gold Limited,,MARKETING/SELLING:Repair and maintenance,110,"707,702.07"
,24/03/2022,Expense,888,Musselbrook Machine Maintenance Ltd,,MARKETING/SELLING:Repair and maintenance,668.16,"708,370.23"
,25/03/2022,Expense,Rig001,Ian Moran,,-Split-,"3,500.00","711,870.23"
,25/03/2022,Expense,1292,John Whitfield,,MARKETING/SELLING:Marketing,580,"712,450.23"
,25/03/2022,Expense,70898,Harper Office,,ADMINISTRATION:Office Supplies,626.3,"713,076.53"
,25/03/2022,Expense,5782,Beck Office,,Bookkeeping & Payroll,72,"713,148.53"
,25/03/2022,Expense,70897,Harper Office,,ADMINISTRATION:Office Supplies,74.39,"713,222.92"
,26/03/2022,Expense,1164JRL,Laser Welding Services,,-Split-,135.18,"713,358.10"
